pid,station_name,station_lat,station_lng,flows_in,flows_out,flows_all
393,Damen Ave & Foster Ave,41.9756148,-87.67945904,1199,1220,2419
394,Winchester (Ravenswood) Ave & Balmoral Ave,41.979762,-87.67753,808,750,1558
395,Greenview Ave & Fullerton Ave,41.92533,-87.6658,2851,2551,5402
396,Racine Ave & Fullerton Ave,41.925563,-87.658404,3168,3199,6367
397,Racine Ave & Wrightwood Ave,41.928887,-87.658971,1747,1798,3545
398,Sheffield Ave & Fullerton Ave,41.92560188,-87.65370804,5972,5993,11965
399,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,2999,2968,5967
400,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,5263,5358,10621
401,Southport Ave & Clybourn Ave,41.920771,-87.663712,3054,2829,5883
402,Damen Ave & Clybourn Ave,41.931931,-87.677856,1493,1283,2776
403,Damen Ave & Wellington Ave,41.93588,-87.67842,1511,1384,2895
404,Logan Blvd & Elston Ave,41.929465,-87.684158,1554,1461,3015
405,Central Park Ave & North Ave,41.90965688,-87.71663195,466,471,937
406,Troy St & North Ave,41.9097693,-87.70528049,432,444,876
407,California Ave & Lake St,41.884459,-87.69629017,195,175,370
408,Avers Ave & Belmont Ave,41.939403,-87.72354367,357,359,716
409,Spaulding Ave & Division St,41.90270659,-87.70921957,316,290,606
410,Leavitt St & Chicago Ave,41.89548667,-87.6820635,123,103,226
411,Western Ave & Division St,41.90291383,-87.68729533,1978,1806,3784
412,Western Ave & Walton St,41.89841769,-87.68659602,2292,2197,4489
413,Clarendon Ave & Gordon Ter,41.95786652,-87.64950514,2745,2749,5494
414,Clarendon Ave & Junior Ter,41.961004,-87.649603,2111,1950,4061
415,Sheridan Rd & Buena Ave,41.958494,-87.654966,1757,1728,3485
416,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,4222,4077,8299
417,Sheridan Rd & Montrose Ave,41.96167,-87.65464,2931,2613,5544
418,Clark St & Leland Ave,41.967096,-87.667429,1755,1964,3719
419,Paulina St & Montrose Ave,41.96148583,-87.6713735,990,1017,2007
420,Damen Ave & Leland Ave,41.967094,-87.679028,1868,1920,3788
421,Damen Ave & Sunnyside Ave,41.96325,-87.679258,952,938,1890
422,Ravenswood Ave & Lawrence Ave,41.9691185,-87.674186,4922,4685,9607
423,Washtenaw Ave & Lawrence Ave,41.968987,-87.696027,567,525,1092
424,Clark St & Armitage Ave,41.918306,-87.636282,7109,6859,13968
425,Clark St & Lincoln Ave,41.915689,-87.6346,6008,6052,12060
426,Halsted St & Willow St,41.913865,-87.648755,2419,2449,4868
427,Larrabee St & Armitage Ave,41.918084,-87.643749,2317,2532,4849
428,Larrabee St & Menomonee St,41.91468,-87.64332,1789,1873,3662
429,Larrabee St & North Ave,41.91021,-87.6435,1425,1476,2901
430,Sedgwick St & North Ave,41.91128633,-87.63867533,4804,5053,9857
431,Bissell St & Armitage Ave,41.91844,-87.65222,5590,5108,10698
432,Clifton Ave & Armitage Ave,41.918216,-87.656936,2737,2652,5389
433,Halsted St & Dickens Ave,41.919936,-87.64883,3722,3429,7151
434,Sheffield Ave & Webster Ave,41.92154,-87.653818,4337,4300,8637
435,Sheffield Ave & Willow St,41.913688,-87.652855,3487,3355,6842
436,Halsted St & Wrightwood Ave,41.929143,-87.649077,3256,3254,6510
437,Sedgwick St & Schiller St,41.907626,-87.638566,1021,1065,2086
438,Dayton St & North Ave,41.91057803,-87.64942193,3859,3879,7738
439,Sheffield Ave & Kingsbury St,41.910522,-87.653106,3994,3610,7604
440,Evans Ave & 75th St,41.75849,-87.60641,94,73,167
441,Clybourn Ave & Division St,41.904613,-87.640552,2329,2313,4642
442,Larrabee St & Division St,41.90348607,-87.64335349,3230,3511,6741
443,Franklin St & Chicago Ave,41.89674697,-87.63566762,4349,4716,9065
444,Larrabee St & Oak St,41.90021949,-87.64298547,3208,3072,6280
445,Orleans St & Chestnut St (NEXT Apts),41.89813083,-87.63745483,2764,3092,5856
446,Sedgwick St & Huron St,41.89458967,-87.63821983,4333,4315,8648
447,Clark St & Chicago Ave,41.89675,-87.63089,3364,3821,7185
448,Milwaukee Ave & Cuyler Ave,41.9544395,-87.7496065,193,157,350
449,Kildare Ave & Montrose Ave,41.96108,-87.73569,26,32,58
450,Knox Ave & Montrose Ave,41.960631,-87.745359,159,183,342
451,California Ave & Montrose Ave,41.961068,-87.695439,507,434,941
452,Campbell Ave & Montrose Ave,41.96152593,-87.69116504,799,739,1538
453,Rockwell St & Eastwood Ave,41.96590014,-87.69363849,765,602,1367
454,Western Ave & Leland Ave,41.9663998,-87.68870428,2261,2047,4308
455,Avondale Ave & Irving Park Rd,41.953393,-87.732002,609,629,1238
456,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,188,190,378
457,Keystone Ave & Montrose Ave,41.96110802,-87.7289701,356,322,678
458,Drake Ave & Montrose Ave,41.96115408,-87.71656907,523,485,1008
459,Monticello Ave & Irving Park Rd,41.95400484,-87.71912818,351,388,739
460,Leavitt St & Lawrence Ave,41.968885,-87.684001,813,874,1687
461,Lincoln Ave & Sunnyside Ave,41.963006,-87.68482917,1710,1703,3413
462,Drake Ave & Addison St,41.947326,-87.717582,499,511,1010
463,Troy St & Elston Ave,41.94524357,-87.7066499,794,731,1525
464,Pulaski Rd & Eddy St (Temp),41.946264,-87.731023,197,177,374
465,Kilbourn Ave & Milwaukee Ave,41.94707089,-87.74000823,168,205,373
466,Leavitt St & Addison St,41.946655,-87.683359,722,675,1397
467,Lincoln Ave & Waveland Ave,41.948797,-87.675278,1434,1244,2678
468,Oakley Ave & Irving Park Rd,41.95419567,-87.6859995,700,638,1338
469,Lincoln Ave & Addison St,41.946176,-87.673308,870,742,1612
470,Seeley Ave & Roscoe St,41.943403,-87.679618,1135,1094,2229
471,Western Ave & Roscoe St,41.943034,-87.687288,1065,1055,2120
472,Lincoln Ave & Belle Plaine Ave,41.95600355,-87.68016145,1705,1509,3214
473,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,1415,1441,2856
474,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,1747,1642,3389
475,Lincoln Ave & Roscoe St,41.94334,-87.67097,3271,2862,6133
476,Damen Ave & Melrose Ave,41.9406,-87.6785,1263,1217,2480
477,California Ave & Fletcher St,41.93842879,-87.69800776,725,614,1339
478,Wells St & Hubbard St,41.889906,-87.634266,7279,6716,13995
479,Wells St & Huron St,41.894722,-87.634362,6949,7151,14100
480,Keystone Ave & Fullerton Ave,41.92459,-87.72785,306,286,592
481,California Ave & Cortez St,41.900325,-87.696654,1517,1498,3015
482,California Ave & Division St,41.903029,-87.697474,746,771,1517
483,Lincoln Ave & Belmont Ave,41.939365,-87.668385,2647,2550,5197
484,Racine Ave & Belmont Ave,41.939743,-87.658865,2724,2676,5400
485,Southport Ave & Roscoe St,41.94374133,-87.66396267,5166,4709,9875
486,Clark St & Drummond Pl,41.931248,-87.644336,5016,4198,9214
487,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,4200,3772,7972
488,Cannon Dr & Fullerton Ave,41.926756,-87.634429,1757,1735,3492
489,Montrose Harbor,41.963982,-87.638181,4370,4184,8554
490,Clark St & Wellington Ave,41.93652333,-87.64761533,4286,4089,8375
491,Sheffield Ave & Wellington Ave,41.93629883,-87.65250867,4946,4559,9505
492,Wilton Ave & Belmont Ave,41.94018,-87.65304,6800,6796,13596
493,Halsted St & 59th St,41.787539,-87.644874,13,10,23
494,Racine Ave & 61st St,41.783189,-87.654372,1,1,2
495,May St & 69th St,41.768938,-87.652934,70,77,147
496,Theater on the Lake,41.926277,-87.630834,11114,10625,21739
497,Racine Ave & 13th St,41.865054,-87.656959,397,434,831
498,Kedzie Ave & Chicago Ave,41.8954653,-87.70612788,307,250,557
499,Greenwood Ave & 47th St,41.80975067,-87.59940183,500,513,1013
500,Elston Ave & Wabansia Ave,41.912919,-87.664169,981,959,1940
501,Noble St & Milwaukee Ave,41.90068,-87.6626,2482,2412,4894
502,Paulina Ave & North Ave,41.90985465,-87.66993016,2680,2679,5359
503,Damen Ave & Pierce Ave,41.90939601,-87.67769193,7122,6730,13852
504,Artesian Ave & Hubbard St,41.88949182,-87.68821936,1514,1794,3308
505,Damen Ave & Grand Ave,41.89129117,-87.67681333,2116,2100,4216
506,California Ave & Altgeld St,41.92669,-87.697668,1173,1072,2245
507,California Ave & Milwaukee Ave,41.92267383,-87.69717633,3332,3378,6710
508,Clark St & Elmdale Ave,41.99086045,-87.66972363,795,713,1508
509,Southport Ave & Waveland Ave,41.94815,-87.66394,3876,3747,7623
510,Kedzie Ave & Palmer Ct,41.921525,-87.707322,1159,1169,2328
511,Claremont Ave & Hirsch St,41.907781,-87.685854,895,963,1858
512,Ashland Ave & Grand Ave,41.891072,-87.666611,1619,1438,3057
513,California Ave & Byron St,41.95216219,-87.69805111,501,465,966
514,Prairie Ave & Garfield Blvd,41.794853,-87.618691,453,393,846
515,Dorchester Ave & 49th St,41.805772,-87.592464,228,215,443
516,Lake Park Ave & 47th St,41.809443,-87.591875,520,458,978
517,Racine Ave & Garfield Blvd,41.794228,-87.655073,10,11,21
518,Ada St & Washington Blvd,41.88283,-87.661206,2904,2904,5808
519,Damen Ave & Madison St,41.88137,-87.67493,798,795,1593
520,2112 W Peterson Ave,41.991178,-87.683593,170,138,308
521,Kosciuszko Park,41.93044983,-87.72380583,743,661,1404
522,Aberdeen St & Randolph St,41.884114,-87.654264,3258,3165,6423
523,Racine Ave & Randolph St,41.88404767,-87.65697383,2758,2886,5644
524,Wood St & Hubbard St,41.889899,-87.671473,1365,1391,2756
525,Talman Ave & Addison St,41.94664417,-87.694634,893,797,1690
